dispatch_ts,street,xstreet1,xstreet2,lon,lat
2023-07-01 23:16:47,,,,-71.03541672274113,42.33564961125607
2023-09-23 15:46:43,,,,-71.12932840880603,42.29651428118543
2023-09-18 00:20:15,ATLANTIC AVE,,,-71.0556785299683,42.352183253582155
2023-10-04 22:18:34,,,,-71.16470308363895,42.349922540807206
2023-10-05 18:49:12,,,,-71.07939319008209,42.33203814540713
2023-10-10 18:43:14,,,,-71.0954552496701,42.337640162468446
2023-08-02 05:03:33,WASHINGTON ST,,,-71.07609533815052,42.337130734268406
2023-07-25 00:10:14,,,,-71.08593609167878,42.32942456809089
2023-12-09 20:54:35,,,,-71.06982967217742,42.34529046364306
2023-06-24 22:43:08,SUMMER ST,,,-71.0444300009593,42.347343999893965
2023-10-13 23:50:02,COMMONWEALTH AVE,,,-71.12750984892158,42.35070779383047
2023-09-14 22:40:10,COLUMBIA RD,,,-71.06269065420486,42.31975079410467
2023-09-13 22:11:55,BRIGHTON AVE,,,-71.13097216695529,42.35292665837123
2023-04-21 20:40:43,,,,-71.08819021665852,42.33518916083926
2023-07-17 13:37:58,WATER ST,,,-71.05676795027692,42.357576782131034
2023-07-12 18:16:16,EMERSON PL,,,-71.0684323464102,42.36452271917121
2023-01-24 11:57:58,,,,-71.05259099155035,42.345071117674784
2023-10-06 22:41:11,,,,-71.07983221668418,42.342183181949906
2023-09-01 19:21:39,SELDEN ST,,,-71.08684892853033,42.27634349107398
2023-10-08 15:37:56,HEMENWAY ST,,,-71.09097779836877,42.34124332098283
2023-10-18 23:45:32,HUNTINGTON AVE,,,-71.11215844254748,42.322729446214666
2023-10-16 23:14:39,,,,-71.06584940107821,42.34690686967702
2023-10-28 23:57:19,,,,-71.08819021665852,42.33518916083926
2023-06-17 20:19:34,,,,-71.13275759369229,42.355539014087846
2023-06-16 12:40:45,,,,-71.08374798186823,42.34837803304594
2023-11-01 18:12:05,,,,-71.092399234367,42.33295015679992
2023-05-17 12:45:37,BEACHAM ST,,,-71.07437575121915,42.3859514991512
2023-04-17 05:40:27,COMMONWEALTH AVE,,,-71.16267963195608,42.34019709987155
2023-07-06 19:58:26,LONG ISLAND RD,,,-70.9636758704417,42.32401987316581
2023-10-31 22:33:55,,,,-71.07282002488364,42.38444933209061
2023-07-01 07:52:01,,,,-71.06923920444655,42.37375318072544
2023-12-08 12:27:15,MASSACHUSETTS AVE,,,-71.07123825942024,42.33192695664471
2023-08-24 18:14:30,TREMONT ST,,,-71.06329803702357,42.35523089492002
2023-05-02 22:56:12,LAKE ST,,,-71.1634103881442,42.34506768372137
2023-05-29 07:00:44,BALSAM ST,,,-71.08983304981876,42.2871001149
2023-09-09 14:43:19,JAMES J STORROW MEMORIAL DR,,,-71.07960747286016,42.35421753161328
2023-06-13 03:19:53,WASHINGTON ST,,,-71.14064398823731,42.34250098199409
2023-04-29 05:01:24,COMMONWEALTH AVE,,,-71.11877725776135,42.35156932493414
2023-11-01 22:25:33,MARGARETTA DR,,,-71.14607006770055,42.25643389494789
2023-08-11 23:25:31,,,,-71.0723120025414,42.35551571111943
2023-08-03 11:41:00,BLUE HILL AVE,,,-71.09141066971604,42.28464302785528
2023-04-04 17:30:24,HEMENWAY ST,,,-71.08968315450363,42.34478777421882
2023-07-01 03:51:32,,,,-71.07665430937845,42.307117075061505
2023-12-15 21:29:12,WASHINGTON ST,,,-71.06147806360565,42.35456041863941
2023-02-17 21:49:23,,,,-71.04947393764101,42.34908926060443
2023-05-25 22:57:15,,,,-71.09702875185057,42.33891129365439
2023-06-03 19:33:14,MAIN ST,,,-71.06724682097284,42.37769677671176
2023-11-10 07:07:53,COLUMBUS AVE,,,-71.09617852953305,42.32950505915262
2023-09-19 07:42:28,,,,-71.07702219706704,42.33646616628194
2023-06-17 03:22:36,MENLO ST,,,-71.15055075764643,42.34998734918965
2023-11-06 22:40:36,,,,-71.11075481536322,42.328257013653854
2023-01-30 19:50:06,,,,-71.0890957622328,42.35006295890982
2023-07-22 18:50:05,,,,-71.10637904767634,42.307614434728286
2023-08-27 08:21:05,,,,-71.08415500668293,42.35408142615823
2023-06-14 12:50:02,FIRST AVE,,,-71.05019661230723,42.377565977259
2023-07-17 22:52:48,GOVE ST,,,-71.03839790701728,42.37208269473564
2023-06-11 03:21:17,,,,-71.0954552496701,42.337640162468446
2023-09-21 16:18:17,,,,-71.08406513204291,42.34220375919181
2023-06-24 15:35:05,WILLIAM T MORRISSEY BLVD,,,-71.04801447853697,42.30336705718896
2023-08-31 18:19:29,TREMONT ST,,,-71.07767242240391,42.34072849439261
2023-07-02 19:23:21,FRONTAGE RD,,,-71.0624034167036,42.34144039844699
